Point Id,,,,,,Easting,Northing,Elevation
DEFAULT27,,,,,,,,
123,,,,,,0.8017,1.3936,1.9694
124,,,,,,0.8187,1.4231,0.3275
125,,,,,,1.4784,1.41,0.2494
126,,,,,,1.438,1.3716,1.6585
127,,,,,,1.4508,1.3838,2.9873
128,,,,,,2.3108,1.3458,2.5399
129,,,,,,2.1405,1.3676,1.5839
130,,,,,,2.1747,1.3893,0.3663
131,,,,,,2.3997,1.0349,0.2555
132,,,,,,2.4251,1.0458,1.7493
133,,,,,,2.4491,1.0562,2.8424
134,,,,,,2.4434,0.2983,2.8975
135,,,,,,2.3969,0.2929,1.8358
136,,,,,,2.3838,0.2911,0.6323
137,,,,,,2.371,-0.3297,0.4272
138,,,,,,2.3692,-0.3294,1.8243
139,,,,,,2.3922,-0.3325,2.8769
140,,,,,,2.381,-1.1088,2.9972
141,,,,,,2.3624,-1.1001,1.6645
142,,,,,,2.3548,-1.0966,0.4029
143,,,,,,2.044,-1.4021,0.3106
144,,,,,,2.0476,-1.4044,1.4565
145,,,,,,2.0851,-1.4306,2.3911
146,,,,,,1.1389,-1.4283,3.198
147,,,,,,1.1167,-1.4005,1.7943
148,,,,,,1.08,-1.3546,0.4374
149,,,,,,0.1314,-1.3475,0.3694
150,,,,,,0.1352,-1.3859,1.6613
151,,,,,,0.136,-1.3949,2.8141
152,,,,,,-0.6998,-1.3904,2.9183
153,,,,,,-0.6863,-1.3635,1.775
154,,,,,,-0.6692,-1.3294,0.5694
155,,,,,,-1.3067,-1.3023,0.5015
156,,,,,,-1.3316,-1.3272,1.7937
157,,,,,,-1.3505,-1.3461,2.9682
158,,,,,,-1.7089,-1.0278,3.1589
159,,,,,,-1.6955,-1.0197,2.2564
160,,,,,,-1.6789,-1.0096,1.6088
161,,,,,,-1.6426,-0.9879,0.7906
162,,,,,,-1.5842,-0.9521,0.255
163,,,,,,-1.686,-0.2406,3.0213
164,,,,,,-1.6781,-0.2394,2.2018
165,,,,,,-1.6741,-0.2388,1.5954
166,,,,,,-1.6536,-0.2359,0.8845
167,,,,,,-1.6132,-0.2301,0.318
168,,,,,,-1.6982,0.4695,2.9462
169,,,,,,-1.6617,0.4594,2.1758
170,,,,,,-1.663,0.4599,1.6248
171,,,,,,-1.6461,0.4552,0.8169
172,,,,,,-1.6138,0.4465,0.2763
173,,,,,,-1.614,1.1669,0.3548
174,,,,,,-1.632,1.18,0.8862
175,,,,,,-1.6393,1.1851,1.6547
176,,,,,,-1.6413,1.1865,2.3343
177,,,,,,-1.6422,1.1872,3.0366
178,,,,,,-1.3595,1.1815,3.3676
179,,,,,,-1.3718,-0.2234,3.3514
180,,,,,,-1.3679,-1.2491,3.3372
181,,,,,,-0.5878,-1.2808,3.3525
182,,,,,,-0.5212,-0.3687,3.3663
183,,,,,,-0.5044,1.255,3.3878
184,,,,,,0.6262,1.2195,3.4147
185,,,,,,0.612,-0.0828,3.3921
186,,,,,,0.6748,-1.2853,3.3826
187,,,,,,1.5266,-1.3199,3.3982
188,,,,,,1.5757,-0.204,3.4133
189,,,,,,1.6078,1.1682,3.4325
190,,,,,,2.1896,1.1668,0.0437
191,,,,,,2.2805,0.2275,0.0303
192,,,,,,2.2411,-0.5147,0.0253
193,,,,,,2.1032,-1.2031,0.0189
194,,,,,,1.2839,-1.0902,0.0213
195,,,,,,1.2472,-0.3093,0.018
196,,,,,,1.1926,0.5037,0.027
197,,,,,,1.2931,1.1907,0.0444
198,,,,,,0.5481,1.2516,0.05
199,,,,,,0.7931,0.033,0.0239
200,,,,,,0.7793,-1.1845,0.0265
201,,,,,,-0.0333,-1.2359,0.0321
202,,,,,,-0.3795,-0.682,0.0276
203,,,,,,-0.1966,0.7491,0.039
204,,,,,,-0.1817,1.3236,0.0581
205,,,,,,-1.3434,1.2967,0.0719
206,,,,,,-1.3182,0.5575,0.0556
207,,,,,,-1.4038,-0.2036,0.0496
208,,,,,,-1.2165,-0.8613,0.0419
