   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,    0 00 00 ,   89 52 14,          0,      0.000,      0.000,            0,            0,          0
2               ,    0 00 02 ,   89 52 20,      8.103,      0.000,      0.000,        0.000,        8.103,      0.018
3               ,  352 20 21 ,  132 39 31,      2.128,      0.000,      0.000,       -0.209,        1.551,     -1.442
4               ,  353 45 06 ,   11 24 21,      7.771,      0.000,      0.000,       -0.167,        1.528,      7.618
5               ,   17 01 02 ,   98 00 00,      7.830,      0.000,      0.000,        2.269,        7.414,     -1.090
6               ,   18 56 26 ,   94 27 55,      7.862,      0.000,      0.000,        2.544,        7.414,     -0.612
7               ,   20 52 11 ,   87 05 12,      7.935,      0.000,      0.000,        2.823,        7.405,      0.403
8               ,   20 49 25 ,   80 20 16,      8.034,      0.000,      0.000,        2.816,        7.403,      1.348
9               ,   20 49 23 ,   73 25 55,      8.261,      0.000,      0.000,        2.815,        7.401,      2.356
10              ,   20 49 25 ,   67 05 55,      8.593,      0.000,      0.000,        2.814,        7.399,      3.344
11              ,   20 49 25 ,   60 32 48,      9.086,      0.000,      0.000,        2.813,        7.395,      4.468
12              ,   20 49 26 ,   55 24 20,      9.607,      0.000,      0.000,        2.811,        7.392,      5.454
13              ,   17 02 27 ,   53 44 12,      9.584,      0.000,      0.000,        2.265,        7.389,      5.669
14              ,   17 02 27 ,   57 56 48,      9.119,      0.000,      0.000,        2.265,        7.389,      4.839
15              ,   17 02 23 ,   68 08 59,      8.332,      0.000,      0.000,        2.266,        7.394,      3.101
16              ,   17 02 24 ,   74 42 01,      8.022,      0.000,      0.000,        2.268,        7.398,      2.117
17              ,   17 02 23 ,   82 53 36,      7.803,      0.000,      0.000,        2.269,        7.403,      0.965
18              ,   17 02 23 ,   90 39 14,      7.748,      0.000,      0.000,        2.270,        7.407,     -0.088
19              ,    6 53 19 ,  100 27 13,      7.581,      0.000,      0.000,        0.894,        7.402,     -1.376
20              ,    6 53 19 ,   93 49 58,      7.468,      0.000,      0.000,        0.894,        7.398,     -0.499
21              ,    6 53 19 ,   88 19 07,      7.453,      0.000,      0.000,        0.894,        7.396,      0.219
22              ,    6 53 15 ,   81 24 08,      7.531,      0.000,      0.000,        0.893,        7.393,      1.126
23              ,    6 53 21 ,   73 02 00,      7.781,      0.000,      0.000,        0.893,        7.389,      2.271
24              ,    6 53 22 ,   64 19 07,      8.253,      0.000,      0.000,        0.892,        7.384,      3.576
25              ,    6 53 23 ,   57 07 55,      8.857,      0.000,      0.000,        0.892,        7.386,      4.807
26              ,    6 53 22 ,   50 48 03,      9.609,      0.000,      0.000,        0.893,        7.393,      6.073
27              ,    6 53 10 ,   45 01 31,     10.537,      0.000,      0.000,        0.894,        7.400,      7.447
28              ,    3 05 34 ,   45 01 31,     10.461,      0.000,      0.000,        0.399,        7.390,      7.394
29              ,    3 05 36 ,   50 33 58,      9.579,      0.000,      0.000,        0.399,        7.388,      6.085
30              ,    3 05 33 ,   60 21 56,      8.505,      0.000,      0.000,        0.399,        7.382,      4.206
31              ,    3 05 32 ,   70 31 25,      7.847,      0.000,      0.000,        0.399,        7.387,      2.616
32              ,    3 05 32 ,   82 54 09,      7.462,      0.000,      0.000,        0.399,        7.394,      0.922
33              ,    3 05 31 ,   91 53 58,      7.410,      0.000,      0.000,        0.399,        7.395,     -0.246
34              ,    3 05 33 ,   98 39 41,      7.496,      0.000,      0.000,        0.400,        7.399,     -1.129
35              ,  351 05 51 ,   95 00 38,      7.500,      0.000,      0.000,       -1.156,        7.381,     -0.655
36              ,  351 27 46 ,   87 49 19,      7.465,      0.000,      0.000,       -1.107,        7.377,      0.284
37              ,  351 48 16 ,   78 57 52,      7.593,      0.000,      0.000,       -1.062,        7.376,      1.453
38              ,  351 48 21 ,   70 17 06,      7.912,      0.000,      0.000,       -1.062,        7.372,      2.669
39              ,  351 48 20 ,   61 51 35,      8.443,      0.000,      0.000,       -1.061,        7.369,      3.982
40              ,  351 48 19 ,   55 31 26,      9.036,      0.000,      0.000,       -1.062,        7.373,      5.115
41              ,  351 48 26 ,   49 25 56,      9.818,      0.000,      0.000,       -1.063,        7.382,      6.385
42              ,  351 48 19 ,   45 08 37,     10.531,      0.000,      0.000,       -1.064,        7.389,      7.428
43              ,  348 15 55 ,   45 46 20,     10.527,      0.000,      0.000,       -1.534,        7.386,      7.343
44              ,  348 15 51 ,   52 26 35,      9.497,      0.000,      0.000,       -1.531,        7.371,      5.789
45              ,  348 15 54 ,   59 39 34,      8.712,      0.000,      0.000,       -1.529,        7.362,      4.401
46              ,  348 15 51 ,   67 48 10,      8.127,      0.000,      0.000,       -1.530,        7.367,      3.070
47              ,  348 15 52 ,   76 36 30,      7.740,      0.000,      0.000,       -1.532,        7.372,      1.793
48              ,  348 15 55 ,   93 06 31,      7.547,      0.000,      0.000,       -1.533,        7.378,     -0.409
49              ,  338 24 33 ,   94 50 28,      7.949,      0.000,      0.000,       -2.914,        7.364,     -0.671
50              ,  338 24 34 ,   85 26 01,      7.943,      0.000,      0.000,       -2.913,        7.362,      0.632
51              ,  338 24 35 ,   76 17 39,      8.146,      0.000,      0.000,       -2.912,        7.358,      1.930
52              ,  338 24 38 ,   66 23 14,      8.632,      0.000,      0.000,       -2.910,        7.355,      3.458
53              ,  338 24 35 ,   61 32 46,      8.999,      0.000,      0.000,       -2.911,        7.357,      4.288
54              ,  338 24 37 ,   56 58 26,      9.450,      0.000,      0.000,       -2.915,        7.367,      5.150
55              ,  338 24 39 ,   51 50 58,     10.088,      0.000,      0.000,       -2.919,        7.376,      6.232
56              ,  338 24 39 ,   46 57 41,     10.870,      0.000,      0.000,       -2.923,        7.387,      7.419
57              ,  335 09 13 ,   47 31 22,     10.997,      0.000,      0.000,       -3.408,        7.360,      7.426
58              ,  335 09 13 ,   51 40 22,     10.333,      0.000,      0.000,       -3.406,        7.356,      6.408
59              ,  335 09 12 ,   57 52 40,      9.572,      0.000,      0.000,       -3.406,        7.356,      5.089
60              ,  335 09 12 ,   65 17 25,      8.922,      0.000,      0.000,       -3.406,        7.355,      3.730
61              ,  335 09 11 ,   74 30 59,      8.413,      0.000,      0.000,       -3.407,        7.357,      2.246
62              ,  335 09 11 ,   83 06 17,      8.166,      0.000,      0.000,       -3.407,        7.357,      0.980
63              ,  335 09 09 ,   90 40 04,      8.109,      0.000,      0.000,       -3.407,        7.358,     -0.095
64              ,  335 09 12 ,   99 12 37,      8.210,      0.000,      0.000,       -3.405,        7.354,     -1.314
65              ,   21 37 11 ,   74 56 10,      9.041,      0.000,      0.000,        3.217,        8.116,      2.350
66              ,   23 07 08 ,   69 13 50,      9.432,      0.000,      0.000,        3.463,        8.110,      3.345
67              ,   23 07 10 ,   61 57 47,      9.982,      0.000,      0.000,        3.460,        8.103,      4.692
68              ,   22 08 05 ,   56 33 30,     10.488,      0.000,      0.000,        3.297,        8.107,      5.780
69              ,   21 38 06 ,   59 51 52,     10.089,      0.000,      0.000,        3.217,        8.111,      5.065
70              ,   21 38 08 ,   62 33 53,      9.831,      0.000,      0.000,        3.217,        8.110,      4.529
71              ,   21 24 15 ,   67 20 47,      9.441,      0.000,      0.000,        3.180,        8.112,      3.636
72              ,   21 28 20 ,   73 28 36,      9.096,      0.000,      0.000,        3.192,        8.115,      2.587
73              ,   12 35 39 ,   98 58 44,      8.425,      0.000,      0.000,        1.815,        8.121,     -1.315
74              ,   12 35 41 ,   94 10 15,      8.337,      0.000,      0.000,        1.813,        8.115,     -0.606
75              ,   12 35 41 ,   87 51 58,      8.316,      0.000,      0.000,        1.812,        8.110,      0.310
76              ,   12 35 42 ,   81 28 49,      8.401,      0.000,      0.000,        1.812,        8.109,      1.245
77              ,   12 35 43 ,   75 55 19,      8.564,      0.000,      0.000,        1.811,        8.106,      2.083
78              ,   12 35 44 ,   69 40 23,      8.850,      0.000,      0.000,        1.810,        8.099,      3.074
79              ,   12 35 43 ,   64 03 09,      9.232,      0.000,      0.000,        1.810,        8.102,      4.040
80              ,   12 35 44 ,   60 00 22,      9.579,      0.000,      0.000,        1.809,        8.097,      4.789
81              ,    9 24 16 ,   47 37 20,     11.136,      0.000,      0.000,        1.344,        8.116,      7.506
82              ,    9 24 18 ,   53 15 25,     10.254,      0.000,      0.000,        1.343,        8.106,      6.134
83              ,    9 24 16 ,   61 05 50,      9.370,      0.000,      0.000,        1.340,        8.093,      4.529
84              ,    9 24 14 ,   70 54 55,      8.690,      0.000,      0.000,        1.342,        8.102,      2.841
85              ,    9 24 14 ,   81 06 58,      8.318,      0.000,      0.000,        1.343,        8.108,      1.285
86              ,    9 24 13 ,   87 54 17,      8.228,      0.000,      0.000,        1.343,        8.112,      0.301
87              ,    9 24 15 ,   98 46 17,      8.326,      0.000,      0.000,        1.345,        8.118,     -1.270
88              ,  359 45 18 ,   97 18 55,      8.173,      0.000,      0.000,       -0.035,        8.106,     -1.041
89              ,  359 23 41 ,   90 58 40,      8.104,      0.000,      0.000,       -0.086,        8.103,     -0.138
90              ,  359 23 50 ,   82 32 15,      8.171,      0.000,      0.000,       -0.085,        8.101,      1.061
91              ,  359 23 51 ,   73 12 36,      8.460,      0.000,      0.000,       -0.085,        8.099,      2.444
92              ,  359 23 51 ,   65 46 01,      8.879,      0.000,      0.000,       -0.085,        8.096,      3.644
93              ,  359 23 56 ,   58 40 23,      9.475,      0.000,      0.000,       -0.085,        8.093,      4.926
94              ,  359 23 59 ,   53 14 30,     10.107,      0.000,      0.000,       -0.085,        8.097,      6.048
95              ,  359 23 50 ,   47 25 15,     11.001,      0.000,      0.000,       -0.085,        8.100,      7.444
96              ,  355 44 02 ,   47 45 47,     10.969,      0.000,      0.000,       -0.604,        8.098,      7.373
97              ,  355 43 59 ,   53 04 19,     10.150,      0.000,      0.000,       -0.604,        8.091,      6.098
98              ,  355 44 00 ,   58 27 53,      9.513,      0.000,      0.000,       -0.603,        8.086,      4.976
99              ,  355 43 58 ,   65 04 40,      8.944,      0.000,      0.000,       -0.604,        8.089,      3.769
100             ,  355 54 40 ,   71 04 11,      8.577,      0.000,      0.000,       -0.578,        8.092,      2.782
101             ,  355 54 42 ,   81 12 34,      8.210,      0.000,      0.000,       -0.578,        8.093,      1.255
102             ,  355 54 42 ,   87 25 10,      8.125,      0.000,      0.000,       -0.579,        8.096,      0.366
103             ,  346 05 45 ,   95 20 35,      8.363,      0.000,      0.000,       -2.001,        8.083,     -0.779
104             ,  346 05 45 ,   86 22 48,      8.339,      0.000,      0.000,       -2.000,        8.078,      0.526
105             ,  346 05 52 ,   76 49 01,      8.547,      0.000,      0.000,       -1.999,        8.078,      1.949
106             ,  346 05 52 ,   70 07 33,      8.847,      0.000,      0.000,       -1.999,        8.076,      3.008
107             ,  346 05 51 ,   65 06 04,      9.172,      0.000,      0.000,       -1.999,        8.076,      3.862
108             ,  346 05 49 ,   59 16 18,      9.679,      0.000,      0.000,       -1.999,        8.076,      4.946
109             ,  346 05 50 ,   53 52 25,     10.315,      0.000,      0.000,       -2.002,        8.087,      6.081
110             ,  346 05 46 ,   48 20 46,     11.169,      0.000,      0.000,       -2.005,        8.101,      7.423
111             ,  343 08 37 ,   48 45 35,     11.257,      0.000,      0.000,       -2.455,        8.101,      7.421
112             ,  343 08 31 ,   57 38 02,      9.996,      0.000,      0.000,       -2.449,        8.081,      5.351
113             ,  343 08 29 ,   64 46 30,      9.321,      0.000,      0.000,       -2.445,        8.070,      3.972
114             ,  343 08 29 ,   70 39 09,      8.937,      0.000,      0.000,       -2.445,        8.070,      2.961
115             ,  343 08 29 ,   77 37 51,      8.634,      0.000,      0.000,       -2.446,        8.071,      1.849
116             ,  343 08 30 ,   85 41 44,      8.460,      0.000,      0.000,       -2.447,        8.074,      0.635
117             ,  343 08 30 ,   91 23 12,      8.442,      0.000,      0.000,       -2.448,        8.077,     -0.204
118             ,  343 08 34 ,   95 20 13,      8.479,      0.000,      0.000,       -2.448,        8.080,     -0.789
119             ,   16 58 16 ,  100 10 32,      7.738,      0.000,      0.000,        2.223,        7.284,     -1.367
120             ,   18 33 23 ,   97 36 53,      7.734,      0.000,      0.000,        2.440,        7.267,     -1.025
121             ,   19 55 17 ,   95 25 15,      7.735,      0.000,      0.000,        2.624,        7.239,     -0.731
122             ,   25 40 58 ,   97 34 53,      6.561,      0.000,      0.000,        2.819,        5.861,     -0.866
123             ,   32 01 15 ,   99 53 50,      5.675,      0.000,      0.000,        2.964,        4.740,     -0.975
124             ,   39 07 47 ,  102 40 04,      4.990,      0.000,      0.000,        3.073,        3.777,     -1.094
125             ,   51 10 56 ,  106 03 55,      4.307,      0.000,      0.000,        3.224,        2.594,     -1.192
126             ,   66 07 34 ,  109 27 47,      3.895,      0.000,      0.000,        3.358,        1.486,     -1.298
127             ,   79 11 51 ,  110 55 48,      3.787,      0.000,      0.000,        3.475,        0.663,     -1.353
128             ,   68 31 20 ,  111 41 29,      3.837,      0.000,      0.000,        3.318,        1.305,     -1.418
129             ,   54 56 19 ,  109 34 56,      4.111,      0.000,      0.000,        3.171,        2.225,     -1.378
130             ,   40 30 56 ,  106 41 23,      4.755,      0.000,      0.000,        2.959,        3.462,     -1.366
131             ,   33 32 01 ,  104 54 12,      5.277,      0.000,      0.000,        2.817,        4.251,     -1.357
132             ,   28 24 49 ,  103 35 27,      5.802,      0.000,      0.000,        2.684,        4.960,     -1.363
133             ,   20 23 45 ,   98 23 58,      7.290,      0.000,      0.000,        2.513,        6.760,     -1.065
134             ,   24 56 03 ,   99 47 40,      6.472,      0.000,      0.000,        2.688,        5.783,     -1.101
135             ,   32 25 37 ,  102 09 15,      5.504,      0.000,      0.000,        2.885,        4.541,     -1.159
136             ,   41 49 52 ,  104 41 07,      4.755,      0.000,      0.000,        3.068,        3.428,     -1.206
137             ,   20 48 06 ,   92 32 28,      7.743,      0.000,      0.000,        2.747,        7.231,     -0.343
138             ,   22 13 05 ,   85 14 16,      7.923,      0.000,      0.000,        2.986,        7.309,      0.658
139             ,   22 13 05 ,   79 21 46,      8.466,      0.000,      0.000,        3.146,        7.703,      1.563
140             ,   22 13 07 ,   75 16 14,      8.956,      0.000,      0.000,        3.275,        8.019,      2.277
141             ,   23 34 22 ,   70 16 15,      9.261,      0.000,      0.000,        3.486,        7.990,      3.126
142             ,   23 45 09 ,   69 19 56,      9.353,      0.000,      0.000,        3.525,        8.010,      3.301
143             ,   27 39 40 ,   67 39 17,      8.543,      0.000,      0.000,        3.668,        6.998,      3.248
144             ,   27 39 34 ,   71 51 12,      8.008,      0.000,      0.000,        3.532,        6.740,      2.494
145             ,   27 39 31 ,   75 16 51,      7.632,      0.000,      0.000,        3.427,        6.538,      1.939
