Point Id	Easting	Northing	Elevation	Code	
DEFAULT16					
1	-0.0001	6.0039	1.3654		
2	1.0676	-0.0104	0.0053		
3	1.1090	-0.0286	0.0049		
4	1.0973	0.0335	0.0053		
5	1.4158	0.0541	9.0784		
6	1.2724	0.1138	9.0771		
7	1.2765	-0.0537	9.0784		
8	-1.1666	6.1079	7.5494		
9	-1.1633	6.0915	5.7994		
10	-1.1645	6.0987	4.1022		
11	-1.1633	6.0927	2.5371		
12	-1.1636	6.0941	0.5595		
13	-0.1793	6.0304	0.5820		
14	-0.1791	6.0176	1.9830		
15	-0.1792	6.0210	3.2327		
16	-0.1789	6.0082	5.2047		
17	-0.1793	6.0170	7.1551		
18	0.8137	5.9446	7.2244		
19	0.8137	5.9436	5.5693		
20	0.8136	5.9435	3.4596		
21	0.8135	5.9419	2.0052		
22	0.8149	5.9523	0.7618		
23	1.8446	5.8622	2.0456		
24	1.8465	5.8687	3.5303		
25	1.8475	5.8717	5.2096		
26	1.8508	5.8822	7.2953		
27	2.9138	5.7893	4.8213		
28	2.9117	5.7853	6.1523		
29	2.9145	5.7910	7.3499		
30	-1.4032	5.9492	7.4197		
31	-1.4011	5.9398	6.7769		
32	-1.4005	5.9382	5.7235		
33	-1.4027	5.9470	4.1605		
34	-1.4016	5.9427	3.3679		
35	-1.4029	5.9484	1.7741		
36	-1.4058	5.9609	0.3529		
37	-1.4174	5.7657	7.4446		
38	-1.4137	5.7506	6.1334		
39	-1.4156	5.7590	4.6704		
40	-1.4130	5.7480	3.7642		
41	-1.4142	5.7530	2.7419		
42	-1.4152	5.7571	1.5159		
43	-1.4173	5.7663	0.2497		
44	-2.0681	1.6661	0.1994		
45	-2.0716	1.6688	1.7155		
46	-2.0719	1.6689	3.4901		
47	-2.0737	1.6704	4.5833		
48	-2.0799	1.6753	6.2174		
49	-2.1010	1.2288	8.6027		
50	-2.0986	1.2275	6.8901		
51	-2.0937	1.2246	5.1837		
52	-2.0951	1.2255	3.5214		
53	-2.0982	1.2275	1.7663		
54	-2.0999	1.2286	0.3030		
55	-2.2130	-0.2287	0.1134		
56	-2.2093	-0.2284	2.0180		
57	-2.2061	-0.2281	3.4365		
58	-2.2056	-0.2281	4.8523		
59	-2.1908	-0.2267	6.9042		
60	-2.1893	-0.2266	8.7802		
61	-2.2244	-0.7029	8.6188		
62	-2.2230	-0.7024	6.7467		
63	-2.2377	-0.7070	4.6825		
64	-2.2389	-0.7073	3.1133		
65	-2.2416	-0.7081	1.8109		
66	-2.2435	-0.7086	0.1926		
67	-2.1980	-4.8530	8.8871		
68	-2.2134	-4.8867	7.3585		
69	-2.2110	-4.8813	5.8451		
70	-2.2099	-4.8791	4.3210		
71	-2.2050	-4.8680	2.3125		
72	-2.2014	-4.8600	0.1898		
73	-2.1919	-4.7172	0.2194		
74	-2.1962	-4.7264	1.2695		
75	-2.2005	-4.7361	3.3463		
76	-2.2004	-4.7355	5.6637		
77	-2.1988	-4.7323	7.4157		
78	-2.1848	-4.7028	8.8500		
79	-1.7437	-3.6293	0.3572		
80	-1.7398	-3.6215	2.3455		
81	-1.7344	-3.6102	4.8742		
82	-1.7321	-3.6055	7.1154		
83	-1.7290	-3.5995	8.7382		
84	-1.6892	-3.1318	8.7789		
85	-1.6939	-3.1405	6.2188		
86	-1.6978	-3.1474	4.3944		
87	-1.7053	-3.1611	1.8182		
88	-1.7106	-3.1710	0.4379		
89	-1.6063	-1.7658	0.3001		
90	-1.5997	-1.7586	2.3967		
91	-1.5936	-1.7519	4.4632		
92	-1.5886	-1.7465	6.4262		
93	-1.5839	-1.7415	8.7985		
