Point Id	Easting	Northing	Elevation	Code	
94	-1.5478	-1.2121	8.6951		
95	-1.5509	-1.2145	5.6283		
96	-1.5588	-1.2206	3.5835		
97	-1.5636	-1.2243	1.9369		
98	-1.5699	-1.2292	0.2745		
99	-1.4662	0.1149	0.2575		
100	-1.4637	0.1146	2.1489		
101	-1.4615	0.1144	3.8037		
102	-1.4589	0.1141	5.6421		
103	-1.4565	0.1179	8.7626		
104	-1.4277	0.6893	8.6255		
105	-1.4242	0.6877	5.6891		
106	-1.4291	0.6900	3.3593		
107	-1.4273	0.6893	1.7360		
108	-1.4245	0.6880	0.3579		
109	-1.3311	2.0176	0.2904		
110	-1.3359	2.0247	2.1575		
111	-1.3344	2.0224	3.8269		
112	-1.3353	2.0236	5.7071		
113	-1.3416	2.0331	7.2550		
114	-1.3100	2.5463	7.3939		
115	-1.3029	2.5325	4.9608		
116	-1.2992	2.5254	3.3107		
117	-1.2970	2.5215	1.8624		
118	-1.2937	2.5152	0.3605		
119	-1.1870	3.9000	0.2448		
120	-1.1965	3.9312	2.2042		
121	-1.2033	3.9533	3.7598		
122	-1.2121	3.9821	5.3508		
123	-1.2130	3.9849	7.4532		
124	-1.1776	4.4699	7.1508		
125	-1.1736	4.4548	4.9653		
126	-1.1668	4.4294	3.1874		
127	-1.1593	4.4011	1.5563		
128	-1.1536	4.3800	0.3418		
129	-2.0725	-4.9705	0.3665		
130	-2.0681	-4.9604	2.3900		
131	-2.0659	-4.9554	4.4044		
132	-2.0608	-4.9436	6.9604		
133	-2.0562	-4.9329	8.8911		
134	-1.6549	-4.9435	8.8505		
135	-1.6626	-4.9671	6.7918		
136	-1.6694	-4.9868	4.3895		
137	-1.6701	-4.9882	2.3056		
138	-1.6720	-4.9943	0.2717		
139	-0.1993	-5.0598	8.8491		
140	-0.2004	-5.0865	6.7275		
141	-0.2006	-5.0926	4.2685		
142	-0.2008	-5.0923	1.9679		
143	-0.2010	-5.0952	0.2347		
144	0.2413	-5.1254	0.1129		
145	0.2413	-5.1254	2.7998		
146	0.2414	-5.1244	5.1744		
147	0.2405	-5.1025	7.9520		
148	0.2401	-5.0923	8.9126		
149	1.7275	-5.2282	0.2719		
150	1.7279	-5.2293	3.0417		
151	1.7282	-5.2305	5.0741		
152	1.7246	-5.2190	6.9893		
153	1.7217	-5.2099	8.7961		
154	2.1383	-5.2332	8.8703		
155	2.1449	-5.2496	7.0064		
156	2.1505	-5.2637	4.8795		
157	2.1500	-5.2625	2.6784		
158	2.1491	-5.2606	0.1891		
159	3.8441	-5.3840	1.0189		
160	3.8466	-5.3875	2.8105		
161	3.8472	-5.3886	4.2350		
162	3.8447	-5.3850	7.2407		
163	4.1032	-5.4066	7.2096		
164	4.1025	-5.4061	4.3144		
165	4.1042	-5.4081	2.6481		
166	4.1048	-5.4093	1.8079		
167	-1.0639	-4.2738	8.8572		
168	-1.0703	-4.2997	6.8556		
169	-1.0749	-4.3181	4.7124		
170	-1.0756	-4.3203	2.7194		
171	-1.0754	-4.3195	0.1985		
172	-0.6280	-4.3525	0.1981		
173	-0.6280	-4.3520	2.4162		
174	-0.6273	-4.3473	4.5394		
175	-0.6263	-4.3414	6.3622		
176	-0.6218	-4.3109	8.7389		
177	0.7765	-4.4465	0.1847		
178	0.7770	-4.4487	2.7325		
179	0.7767	-4.4462	4.3794		
180	0.7765	-4.4453	6.2399		
181	0.7735	-4.4273	8.5684		
182	1.3105	-4.4665	8.6053		
183	1.3117	-4.4706	7.3928		
184	1.3183	-4.4935	5.0529		
185	1.3151	-4.4827	2.5443		
186	1.3160	-4.4857	0.7065		
187	2.6216	-4.5805	0.1792		
188	2.6223	-4.5816	2.2601		
189	2.6233	-4.5835	4.3079		
190	2.6212	-4.5798	6.2638		
191	2.6056	-4.5522	8.8322		
192	2.7461	-4.5665	8.8948		
193	2.7581	-4.5864	6.8214		
194	3.1846	-4.6265	6.0978		
195	3.1839	-4.6257	2.9384		
196	3.1808	-4.6214	0.2452		
197	4.5425	-4.7211	7.1052		
198	4.5428	-4.7215	6.1331		
199	4.7665	-4.7475	6.0932		
200	4.7651	-4.7462	6.4260		
201	3.4447	-4.6793	0.1551		
202	3.8345	-4.9523	0.7192		
203	3.7325	-3.2585	0.8620		
204	3.2931	-3.2422	0.1909		
205	3.9545	-5.1131	0.9852		
206	4.1310	-5.1516	1.6884		
207	4.3438	-4.4160	2.7758		
208	4.8231	-4.3920	4.7624		
209	4.7309	-3.4369	4.7336		
210	4.4315	-3.2193	3.4943		
211	3.8298	-3.1763	1.0650		
212	4.8447	-4.4238	5.9675		
213	4.8486	-4.4272	6.7414		
214	4.7806	-3.2430	6.7169		
215	4.7830	-3.2446	6.1117		
216	4.7531	-3.2244	6.8824		
217	4.5946	-3.2043	7.4743		
218	4.6718	-4.5864	7.4769		
219	4.7924	-4.6853	7.0250		
220	4.4594	-2.3378	7.4972		
221	4.0405	0.1740	7.5057		
222	3.7268	2.2722	7.3909		
223	3.4580	3.6928	7.5356		
224	3.1186	5.6484	7.5599		
225	3.2584	5.7233	6.9561		
226	3.6273	3.5769	6.9396		
227	3.9498	1.7066	6.9004		
228	4.2758	-0.2934	6.9199		
229	4.6591	-2.5417	6.8963		
230	4.7632	-3.0431	6.7499		
231	4.3984	-0.8143	6.5974		
232	4.0514	1.1809	6.5367		
233	3.6984	3.3640	6.6552		
234	3.3421	5.4759	6.6776		
235	3.3461	5.4818	6.3699		
236	3.6286	3.7889	6.3202		
237	3.8951	2.2155	6.2494		
238	4.3198	-0.2968	6.1870		
239	4.7651	-3.0797	6.1290		
240	3.8148	-2.8902	1.2109		
241	4.3871	-3.1128	3.3505		
242	4.7034	-3.3372	4.6604		
243	4.3979	-1.3575	4.7746		
244	4.0481	-1.2496	3.4578		
245	3.6905	-1.1392	2.0779		
246	3.3661	0.4238	1.9513		
247	3.6169	0.4551	3.0237		
248	3.9404	0.4960	4.3851		
249	3.6722	2.1141	4.5865		
250	3.4038	1.9595	3.3430		
251	3.1599	1.8191	2.1768		
252	2.8700	3.5111	2.3856		
253	3.1001	3.7926	3.6402		
254	3.3209	4.0625	4.8168		
255	3.0624	5.5722	4.9252		
256	2.8529	5.6059	4.0407		
257	2.6022	5.6082	2.8210		
258	2.5097	5.6951	2.6022		
259	1.8068	5.5364	1.4724		
260	0.9656	5.7289	0.2690		
261	1.4014	3.7461	0.1112		
262	2.1022	3.7880	1.2245		
263	2.7263	3.8089	2.1948		
264	2.9506	2.2987	1.9194		
265	2.4229	2.1701	1.0381		
266	1.8834	2.2686	0.2403		
267	2.1680	1.1376	0.2195		
268	2.6771	1.0028	0.9544		
269	3.1383	0.8595	1.6115		
270	3.3597	-0.3177	1.4648		
271	3.0802	-0.2913	1.0393		
272	2.6994	-0.2553	0.4666		
273	3.0185	-2.0881	0.2043		
274	3.6240	-2.5068	0.9853		
275	3.7315	-2.9183	0.9820		
276	3.1533	-2.8826	0.0863		
277	-1.3278	5.8014	-0.0051		
278	-0.1032	5.5199	-0.0025		
279	0.6291	5.4589	0.0020		
280	1.1749	3.7570	-0.0020		
281	0.1545	3.9301	-0.0003		
282	-1.1287	3.7718	-0.0120		
283	-1.2221	2.3064	-0.0153		
284	0.2765	2.1807	-0.0158		
285	1.5583	2.1114	-0.0119		
286	1.9531	0.5774	0.0038		
287	0.4080	0.7194	-0.0033		
288	-1.3143	0.7243	-0.0071		
289	-1.4640	-1.5502	-0.0041		
290	0.1535	-1.7937	0.0049		
291	1.4196	-1.8986	-0.0001		
292	2.7066	-2.1445	0.0018		
293	2.9944	-3.4502	-0.0105		
294	1.5460	-3.4851	-0.0095		
295	-0.2451	-3.4100	-0.0079		
296	-1.5591	-3.3908	-0.0003		
297	-1.8888	-4.9254	-0.0016		
298	-0.1380	-4.8375	-0.0058		
299	1.6319	-4.5542	-0.0042		
300	3.1598	-4.3641	-0.0095		
301	2.1071	-4.6911	9.0724		
302	2.3874	-3.1566	9.0728		
303	2.6530	-1.4829	9.0775		
304	2.8855	0.8345	9.0783		
305	1.0223	0.9291	9.0755		
306	0.9567	-1.0749	9.0757		
307	0.5985	-2.7406	9.0795		
308	0.3461	-4.5987	9.0801		
309	-1.7998	-4.6297	9.0789		
310	-1.0576	-2.7208	9.0827		
311	-0.3558	-0.9153	9.0830		
312	-1.0372	0.6032	9.0820		
313	2.8765	-3.9676	6.9130		
314	3.0550	-1.5247	6.9168		
315	3.2254	0.9775	6.9138		
316	3.2255	0.9775	6.9141		
317	0.4331	1.1792	6.8986		
318	-1.6078	1.3169	6.9024		
319	-0.6969	2.3894	7.6940		
320	1.0930	2.2963	7.6670		
321	3.1226	2.1102	7.6378		
322	3.1789	3.5829	7.6439		
323	1.0852	3.8171	7.6686		
324	-1.0342	3.8846	7.6892		
325	-1.2553	5.8288	7.6880		
326	0.9557	5.6593	7.6734		
327	2.8807	5.5820	7.6490		
328	4.0768	-0.7192	7.6153		
329	4.1999	-2.4848	7.6127		
330	3.9016	-2.5385	7.6195		
331	4.5557	-4.6150	7.6022		
332	3.7587	-4.5139	7.6201		
333	-0.0008	6.0038	1.3656		
334	0.6241	-4.4293	-0.0037		
335	0.6826	-4.4385	5.0455		
336	-1.3616	6.0159	0.0026		
337	-1.3549	6.0530	7.6926		
338	-2.1352	-4.8703	-0.0009		
339	-2.1106	-4.8153	9.0811		
340	-0.9646	6.0789	1.3910		
341	-1.6029	-4.9933	1.3877		
342	-1.0978	-4.3200	1.3849		
343	3.4134	3.7817	7.6282		
344	-1.2035	4.0901	7.6817		
345	4.0263	1.1014	6.9132		
346	-2.0828	1.5706	6.8668		
347	2.7878	-4.5894	6.8691		
348	0.8585	5.6644	0.2045		
349	1.0367	4.7289	0.1917		
350	1.2680	3.8342	0.1997		
351	1.4913	2.8494	0.2001		
352	1.7565	1.9173	0.1947		
353	2.0619	0.9786	0.2158		
354	2.2829	0.1870	0.2117		
355	2.5122	-0.9172	0.1858		
356	2.8113	-1.8317	0.2025		
357	3.0027	-2.6236	0.2189		
358	2.7610	-4.3635	0.2069		
359	1.4923	-2.8774	0.2144		
360	-0.4169	-2.8753	0.2190		
361	-0.5352	-4.0841	0.2298		
362	-0.4641	-4.0830	9.0781		
363	-1.6733	-3.9559	0.2205		
364	-0.9625	5.8984	0.2069		
365	-0.5731	0.8059	0.2057		
366	-0.2196	5.9169	0.1910		
367	-0.2022	5.4495	0.1818		
368	-0.8228	5.1957	0.2163		
QV	0.0000	0.0000	0.0000		
