Point Id,,,,,,Easting,Northing,Elevation
DEFAULT23,,,,,,,,
423,,,,,,-2.8043,-7.5926,2.1564
424,,,,,,-2.8518,-7.5837,0.2741
425,,,,,,2.0835,-6.6832,7.6037
426,,,,,,3.1225,-6.7178,7.5899
427,,,,,,3.1116,-4.5367,7.593
428,,,,,,2.0685,-4.6218,7.6079
429,,,,,,2.0394,-1.8434,7.6088
430,,,,,,3.1028,-1.8007,7.5941
431,,,,,,3.022,0.9213,7.5957
432,,,,,,2.0983,0.9134,7.6111
433,,,,,,2.0332,3.2372,7.6195
434,,,,,,2.9748,3.46,7.6031
435,,,,,,3.0108,5.6973,7.6067
436,,,,,,1.9541,4.9387,7.6174
437,,,,,,-2.9079,5.5016,9.0577
438,,,,,,-0.7111,5.5784,9.0632
439,,,,,,0.9004,5.6071,9.0677
440,,,,,,0.7374,4.1569,9.0697
441,,,,,,-0.9373,4.1153,9.0681
442,,,,,,-2.4265,4.1629,9.0616
443,,,,,,-4.0515,4.1415,9.058
444,,,,,,-3.9924,2.1184,9.0607
445,,,,,,-2.1151,2.4405,9.0645
446,,,,,,-0.6052,2.5516,9.0643
447,,,,,,0.7324,1.9767,9.0667
448,,,,,,0.8094,-0.2593,9.0646
449,,,,,,-0.5114,-0.679,9.0555
450,,,,,,-2.7911,-0.8304,9.0546
451,,,,,,-3.7141,-0.0057,9.0582
452,,,,,,-3.4085,-2.0119,9.0495
453,,,,,,-1.8081,-2.6294,9.0459
454,,,,,,-0.3653,-2.9946,9.0483
455,,,,,,0.8003,-3.259,9.0598
456,,,,,,0.8793,-5.1033,9.0647
457,,,,,,-0.4475,-5.1532,9.0558
458,,,,,,-1.9818,-5.191,9.0532
459,,,,,,-3.7,-5.4717,9.0576
460,,,,,,-3.5913,-7.4682,9.059
461,,,,,,-1.9651,-7.3986,9.0636
462,,,,,,,,
463,,,,,,0.6126,-7.6008,9.0674
464,,,,,,0.2421,-8.013,9.0659
465,,,,,,1.7989,-7.1776,-0.0034
466,,,,,,1.2336,-7.3008,-0.0053
467,,,,,,-2.7553,-7.1082,-0.0177
468,,,,,,-3.5147,-7.0782,-0.0288
469,,,,,,-3.9859,-5.6335,-0.0222
470,,,,,,-2.7671,-5.5469,-0.0107
471,,,,,,-2.3073,-6.1038,-0.0057
472,,,,,,-1.1622,-5.8431,-0.001
473,,,,,,0.1905,-5.8729,-0.0057
474,,,,,,1.1615,-5.7307,0.0004
475,,,,,,1.9888,-5.4039,0.0049
476,,,,,,2.249,-3.8473,0.0038
477,,,,,,1.2788,-3.6904,-0.0063
478,,,,,,0.0776,-3.6077,-0.0022
479,,,,,,-0.9317,-3.495,-0.0044
480,,,,,,-1.7934,-3.9591,-0.0054
481,,,,,,-2.8547,-3.6232,-0.0101
482,,,,,,-3.9309,-3.4762,-0.0156
483,,,,,,-3.5492,-1.9649,-0.0139
484,,,,,,-2.3507,-1.8397,-0.0077
485,,,,,,-1.3424,-1.7198,-0.009
486,,,,,,0.037,-1.6103,-0.0035
487,,,,,,0.9367,-1.6877,-0.005
488,,,,,,1.7062,-1.8052,-0.0033
489,,,,,,2.5129,-1.7062,-0.0027
490,,,,,,2.7368,-0.3196,0.0007
491,,,,,,1.6346,-0.1909,0.0037
492,,,,,,0.9195,-0.1074,0.0016
493,,,,,,-0.9241,-0.0473,0.0024
494,,,,,,-1.7381,-0.089,-0.0052
495,,,,,,-2.9226,-0.0683,-0.0057
496,,,,,,-4.0489,0.1686,-0.0165
497,,,,,,-3.4574,1.6559,-0.0085
498,,,,,,-2.3456,1.485,0.001
499,,,,,,-1.2386,1.3434,0.0035
500,,,,,,0.1599,1.607,0.0057
501,,,,,,1.304,1.587,0.0036
502,,,,,,2.3003,1.4972,0.0058
503,,,,,,2.8095,2.8578,0.0055
504,,,,,,1.7103,2.9231,0.0069
505,,,,,,0.6574,3.1291,-0.0001
506,,,,,,-0.4831,3.1421,0.0027
507,,,,,,-1.8312,3.4013,-0.009
508,,,,,,-2.8942,3.2867,-0.0091
509,,,,,,-3.6728,4.1707,-0.0095
510,,,,,,-2.4161,4.1013,-0.0134
511,,,,,,-1.2756,4.0137,-0.0064
512,,,,,,-0.1801,3.894,0.001
513,,,,,,1.1186,3.7309,0.0026
514,,,,,,2.4092,3.7716,0.002
515,,,,,,2.85,4.8221,-0.0063
516,,,,,,1.7352,4.7652,-0.0049
517,,,,,,0.7579,5.1904,-0.0116
518,,,,,,-0.1818,4.8315,-0.0006
519,,,,,,-1.0178,4.9593,-0.0082
520,,,,,,-1.9994,4.945,-0.0112
521,,,,,,-2.5269,5.1872,-0.0074
522,,,,,,-3.2879,4.586,-0.0086
523,,,,,,-0.0002,5.013,1.293
524,,,,,,-4.2801,4.3328,2.3501
525,,,,,,-3.929,4.6927,2.3477
526,,,,,,3.3188,4.8177,2.3539
527,,,,,,2.86,5.3658,-0.0109
528,,,,,,2.9709,5.5744,7.6036
529,,,,,,0.7343,5.0598,-0.0127
530,,,,,,0.7186,4.954,9.0683
531,,,,,,-3.2762,4.3665,-0.0081
532,,,,,,-3.4116,4.5465,9.0527
533,,,,,,-3.4615,-7.5501,-0.03
534,,,,,,-3.3873,-7.389,9.0564
UR,,,,,,0,0,0
