   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,  359 59 59 ,   90 24 57,          0,      0.000,      0.000,            0,            0,          0
2               ,    0 01 41 ,   90 26 34,      6.275,      0.000,      0.000,        0.003,        6.275,     -0.048
3               ,   71 54 56 ,  140 12 17,      1.895,      0.000,      0.000,        1.153,        0.377,     -1.456
4               ,   71 55 08 ,   10 34 50,      7.746,      0.000,      0.000,        1.352,        0.441,      7.615
5               ,  345 16 08 ,  100 27 27,      6.570,      0.000,      0.000,       -1.643,        6.249,     -1.193
6               ,  345 16 09 ,   91 11 45,      6.467,      0.000,      0.000,       -1.644,        6.253,     -0.135
7               ,  345 16 10 ,   85 23 01,      6.490,      0.000,      0.000,       -1.645,        6.256,      0.522
8               ,  345 16 12 ,   78 10 25,      6.611,      0.000,      0.000,       -1.645,        6.258,      1.355
9               ,  344 50 48 ,   72 52 41,      6.788,      0.000,      0.000,       -1.696,        6.261,      1.998
10              ,  344 50 54 ,   66 19 18,      7.088,      0.000,      0.000,       -1.697,        6.265,      2.846
11              ,  344 50 55 ,   61 30 13,      7.386,      0.000,      0.000,       -1.697,        6.266,      3.524
12              ,  344 50 57 ,   55 13 04,      7.906,      0.000,      0.000,       -1.697,        6.268,      4.510
13              ,  344 50 59 ,   51 21 19,      8.330,      0.000,      0.000,       -1.700,        6.280,      5.202
14              ,  344 50 57 ,   47 35 59,      8.815,      0.000,      0.000,       -1.701,        6.283,      5.944
15              ,  355 59 48 ,   46 34 19,      8.680,      0.000,      0.000,       -0.440,        6.289,      5.967
16              ,  355 59 44 ,   49 46 50,      8.243,      0.000,      0.000,       -0.440,        6.279,      5.323
17              ,  355 59 44 ,   51 55 15,      7.991,      0.000,      0.000,       -0.439,        6.275,      4.929
18              ,  355 59 43 ,   56 32 23,      7.532,      0.000,      0.000,       -0.439,        6.268,      4.153
19              ,  355 59 42 ,   61 12 22,      7.174,      0.000,      0.000,       -0.439,        6.271,      3.455
20              ,  355 59 42 ,   65 16 20,      6.925,      0.000,      0.000,       -0.439,        6.275,      2.897
21              ,  355 59 41 ,   72 48 18,      6.626,      0.000,      0.000,       -0.442,        6.314,      1.959
22              ,  355 59 42 ,   77 57 27,      6.430,      0.000,      0.000,       -0.439,        6.273,      1.342
23              ,  355 59 42 ,   85 28 14,      6.305,      0.000,      0.000,       -0.439,        6.270,      0.498
24              ,  355 59 43 ,   91 01 15,      6.288,      0.000,      0.000,       -0.439,        6.271,     -0.112
25              ,  355 59 45 ,   99 37 37,      6.378,      0.000,      0.000,       -0.439,        6.273,     -1.067
26              ,    3 02 14 ,  100 49 18,      6.414,      0.000,      0.000,        0.334,        6.291,     -1.204
27              ,    3 02 16 ,   93 53 18,      6.306,      0.000,      0.000,        0.333,        6.283,     -0.428
28              ,    3 02 15 ,   89 37 17,      6.284,      0.000,      0.000,        0.333,        6.275,      0.042
29              ,    3 02 16 ,   85 09 21,      6.310,      0.000,      0.000,        0.333,        6.279,      0.533
30              ,    3 02 16 ,   77 40 24,      6.440,      0.000,      0.000,        0.333,        6.283,      1.375
31              ,    3 02 15 ,   70 58 46,      6.658,      0.000,      0.000,        0.334,        6.286,      2.170
32              ,    3 02 17 ,   65 00 05,      6.948,      0.000,      0.000,        0.334,        6.288,      2.936
33              ,    3 02 15 ,   61 06 57,      7.192,      0.000,      0.000,        0.334,        6.288,      3.474
34              ,    3 02 17 ,   55 32 34,      7.641,      0.000,      0.000,        0.334,        6.292,      4.323
35              ,    3 02 15 ,   50 41 44,      8.145,      0.000,      0.000,        0.334,        6.294,      5.160
36              ,    3 31 29 ,   46 21 38,      8.724,      0.000,      0.000,        0.388,        6.302,      6.021
37              ,   15 49 48 ,   47 42 49,      8.892,      0.000,      0.000,        1.795,        6.329,      5.983
38              ,   15 49 46 ,   52 45 07,      8.254,      0.000,      0.000,        1.792,        6.322,      4.996
39              ,   15 49 44 ,   60 03 29,      7.580,      0.000,      0.000,        1.792,        6.320,      3.784
40              ,   15 49 47 ,   66 45 27,      7.143,      0.000,      0.000,        1.790,        6.314,      2.819
41              ,   15 49 47 ,   73 51 11,      6.826,      0.000,      0.000,        1.788,        6.308,      1.898
42              ,   15 49 46 ,   79 36 13,      6.659,      0.000,      0.000,        1.787,        6.302,      1.202
43              ,   19 18 41 ,   70 36 24,      7.096,      0.000,      0.000,        2.214,        6.317,      2.356
44              ,   19 18 49 ,   66 28 01,      7.304,      0.000,      0.000,        2.215,        6.320,      2.916
45              ,   19 18 45 ,   63 02 35,      7.517,      0.000,      0.000,        2.216,        6.323,      3.408
46              ,   19 18 52 ,   57 18 45,      7.962,      0.000,      0.000,        2.216,        6.324,      4.300
47              ,   19 18 46 ,   53 36 27,      8.324,      0.000,      0.000,        2.216,        6.323,      4.939
48              ,   19 18 45 ,   48 46 22,      8.918,      0.000,      0.000,        2.218,        6.330,      5.877
49              ,   22 11 22 ,   48 46 26,      9.097,      0.000,      0.000,        2.584,        6.335,      5.995
50              ,   22 28 23 ,   51 51 12,      8.706,      0.000,      0.000,        2.617,        6.326,      5.377
51              ,   22 41 38 ,   55 51 37,      8.276,      0.000,      0.000,        2.643,        6.319,      4.645
52              ,   20 58 39 ,   63 30 53,      7.561,      0.000,      0.000,        2.423,        6.319,      3.372
53              ,   19 31 32 ,   69 33 19,      7.155,      0.000,      0.000,        2.241,        6.318,      2.499
54              ,   17 58 53 ,   74 13 05,      6.895,      0.000,      0.000,        2.048,        6.311,      1.875
55              ,   16 55 13 ,   79 00 20,      6.712,      0.000,      0.000,        1.918,        6.304,      1.280
