   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
217             ,  137 02 02 ,   42 17 42,      7.629,      0.000,      0.000,        3.499,       -3.757,      5.643
218             ,  139 52 22 ,   44 16 44,      7.775,      0.000,      0.000,        3.498,       -4.151,      5.567
219             ,  141 38 33 ,   41 40 01,      8.169,      0.000,      0.000,        3.370,       -4.258,      6.102
220             ,  141 38 41 ,   41 40 01,      8.168,      0.000,      0.000,        3.370,       -4.258,      6.102
221             ,  151 13 12 ,   53 12 42,      9.195,      0.000,      0.000,        3.545,       -6.454,      5.506
222             ,  153 05 23 ,   53 12 42,      9.642,      0.000,      0.000,        3.495,       -6.886,      5.774
223             ,  155 28 52 ,   53 49 06,     10.274,      0.000,      0.000,        3.441,       -7.545,      6.065
224             ,  155 27 28 ,   55 33 39,     10.239,      0.000,      0.000,        3.507,       -7.681,      5.790
225             ,  155 13 41 ,   57 09 30,     10.156,      0.000,      0.000,        3.575,       -7.748,      5.508
226             ,  165 15 44 ,   54 43 39,     10.725,      0.000,      0.000,        2.228,       -8.468,      6.193
227             ,  161 25 38 ,   52 54 33,     10.256,      0.000,      0.000,        2.606,       -7.755,      6.185
228             ,  156 56 15 ,   53 25 11,     10.364,      0.000,      0.000,        3.260,       -7.658,      6.177
229             ,  155 49 13 ,   50 52 02,      9.783,      0.000,      0.000,        3.108,       -6.923,      6.174
230             ,  161 29 56 ,   49 31 39,      9.540,      0.000,      0.000,        2.303,       -6.882,      6.192
231             ,  155 35 06 ,   36 12 03,      7.694,      0.000,      0.000,        1.878,       -4.138,      6.209
232             ,  148 17 07 ,   37 46 36,      7.829,      0.000,      0.000,        2.521,       -4.080,      6.188
233             ,  142 10 55 ,   40 33 46,      8.126,      0.000,      0.000,        3.240,       -4.174,      6.173
234             ,  141 20 13 ,   35 31 36,      7.597,      0.000,      0.000,        2.758,       -3.447,      6.183
235             ,  142 43 56 ,   31 12 52,      7.234,      0.000,      0.000,        2.270,       -2.984,      6.187
236             ,  130 04 13 ,   33 51 06,      7.434,      0.000,      0.000,        3.169,       -2.666,      6.174
237             ,  121 48 10 ,   30 24 08,      7.171,      0.000,      0.000,        3.084,       -1.912,      6.185
238             ,  129 14 00 ,   27 03 36,      6.978,      0.000,      0.000,        2.459,       -2.008,      6.214
239             ,  131 48 11 ,   23 31 00,      6.778,      0.000,      0.000,        2.016,       -1.803,      6.215
240             ,  124 31 09 ,   22 16 12,      6.607,      0.000,      0.000,        2.063,       -1.419,      6.114
241             ,  115 34 03 ,   25 26 22,      6.858,      0.000,      0.000,        2.658,       -1.271,      6.193
242             ,  111 32 13 ,   27 14 37,      6.855,      0.000,      0.000,        2.919,       -1.152,      6.095
243             ,  106 02 28 ,   28 32 48,      7.031,      0.000,      0.000,        3.229,       -0.928,      6.176
244             ,  100 50 56 ,   25 35 06,      6.998,      0.000,      0.000,        2.968,       -0.569,      6.312
245             ,  107 45 48 ,   21 28 13,      6.595,      0.000,      0.000,        2.299,       -0.736,      6.137
246             ,   91 45 34 ,   24 41 59,      6.763,      0.000,      0.000,        2.825,       -0.087,      6.145
247             ,   83 19 32 ,   23 58 08,      6.956,      0.000,      0.000,        2.807,        0.328,      6.356
248             ,   80 06 51 ,   18 56 32,      6.559,      0.000,      0.000,        2.097,        0.366,      6.203
249             ,   65 04 50 ,   22 59 20,      6.615,      0.000,      0.000,        2.343,        1.089,      6.090
250             ,   70 24 10 ,   27 46 59,      6.995,      0.000,      0.000,        3.072,        1.094,      6.189
251             ,   52 47 44 ,   26 58 09,      6.941,      0.000,      0.000,        2.507,        1.903,      6.186
252             ,   35 49 38 ,   26 20 19,      6.936,      0.000,      0.000,        1.801,        2.495,      6.216
253             ,   49 50 12 ,   30 10 51,      7.159,      0.000,      0.000,        2.751,        2.321,      6.189
254             ,   51 48 44 ,   32 51 16,      7.352,      0.000,      0.000,        3.135,        2.466,      6.176
