   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
CEH             ,    0 00 02 ,   89 56 35,          0,      0.000,      0.000,            0,            0,          0
2               ,  359 54 12 ,   89 36 25,      6.184,      0.000,      0.000,       -0.010,        6.183,      0.042
3               ,  111 36 06 ,  141 59 30,      1.804,      0.000,      0.000,        1.033,       -0.409,     -1.421
4               ,  111 36 12 ,    6 57 21,      7.687,      0.000,      0.000,        0.866,       -0.343,      7.630
5               ,  343 02 11 ,  100 31 43,      6.593,      0.000,      0.000,       -1.891,        6.200,     -1.205
6               ,  343 02 16 ,   94 19 03,      6.501,      0.000,      0.000,       -1.891,        6.201,     -0.489
7               ,  343 02 19 ,   85 21 38,      6.504,      0.000,      0.000,       -1.891,        6.200,      0.526
8               ,  343 02 24 ,   78 36 59,      6.610,      0.000,      0.000,       -1.890,        6.198,      1.305
9               ,  343 02 24 ,   71 01 02,      6.853,      0.000,      0.000,       -1.890,        6.198,      2.229
10              ,  343 02 26 ,   64 28 41,      7.181,      0.000,      0.000,       -1.890,        6.199,      3.094
11              ,  343 02 28 ,   58 00 10,      7.641,      0.000,      0.000,       -1.890,        6.198,      4.049
12              ,  343 02 31 ,   51 33 16,      8.267,      0.000,      0.000,       -1.889,        6.193,      5.140
13              ,  343 02 27 ,   47 03 15,      8.836,      0.000,      0.000,       -1.887,        6.187,      6.020
14              ,  347 14 42 ,   47 06 34,      8.657,      0.000,      0.000,       -1.400,        6.186,      5.892
15              ,  347 14 43 ,   53 41 08,      7.873,      0.000,      0.000,       -1.401,        6.188,      4.663
16              ,  347 14 41 ,   62 55 59,      7.130,      0.000,      0.000,       -1.402,        6.192,      3.244
17              ,  347 14 40 ,   68 54 17,      6.808,      0.000,      0.000,       -1.402,        6.195,      2.450
18              ,  347 14 45 ,   80 23 18,      6.442,      0.000,      0.000,       -1.402,        6.195,      1.076
19              ,  347 14 43 ,   88 14 47,      6.357,      0.000,      0.000,       -1.403,        6.197,      0.194
20              ,  347 14 40 ,   95 19 31,      6.369,      0.000,      0.000,       -1.400,        6.185,     -0.591
21              ,  347 14 44 ,  100 29 19,      6.458,      0.000,      0.000,       -1.402,        6.194,     -1.176
22              ,  359 58 21 ,  102 16 00,      6.337,      0.000,      0.000,       -0.003,        6.193,     -1.346
23              ,  359 58 23 ,   90 35 06,      6.185,      0.000,      0.000,       -0.003,        6.184,     -0.063
24              ,  359 58 34 ,   77 48 43,      6.321,      0.000,      0.000,       -0.003,        6.179,      1.335
25              ,  359 58 33 ,   65 25 42,      6.786,      0.000,      0.000,       -0.003,        6.171,      2.822
26              ,  359 58 35 ,   58 04 01,      7.270,      0.000,      0.000,       -0.003,        6.170,      3.845
27              ,  359 58 33 ,   50 47 24,      7.950,      0.000,      0.000,       -0.003,        6.160,      5.026
28              ,    0 04 09 ,   44 41 23,      8.772,      0.000,      0.000,        0.007,        6.169,      6.236
